slug,name,new_image_url
katikies-garden-greece,Katikies Garden,https://www.katikies.com/media/ojtbtmdb/drz_katikies-garden_0200.jpg?anchor=center&mode=crop&width=768&height=430&rnd=132521476006200000
keswick-hall-united-states,Keswick Hall,"https://res.cloudinary.com/traveltripperweb/image/upload/c_fit,f_auto,h_1200,q_auto,w_1200/v1694718294/cbsvjuhngqbeinx3sacc.jpg"
king-david-jerusalem-israel,King David Jerusalem,https://www.danhotels.com/sites/default/files/2025-08/Untitled%20design%20%285%29_39.jpg
kisawa-sanctuary-mozambique,Kisawa Sanctuary,https://kisawasanctuary.com/wp-content/uploads/2022/12/kisawa_0322_residence_3bed_1-1900x994-min.jpg
kulm-hotel-st-moritz-switzerland,Kulm Hotel St. Moritz,"https://media.kulm.com/size:w800,mode:crop/wp-content/uploads/sites/4/2025/04/08123129/Exterior-scaled.jpg"
lauberge-de-sedona-united-states,L'Auberge de Sedona,https://www.lauberge.com/content/uploads/2025/10/Duck-Pond-Pool-with-View.jpg
la-corte-dei-papi-italy,La Corte Dei Papi,https://www.lacortedeipapi.com/wp-content/uploads/2020/05/exterior.jpg
la-meridiana-relais-chateaux-italy,La Meridiana Relais & Chateaux,https://cdn.blastness.biz/media/1448/gallery/thumbs/medium/1024-ESTERNI-GIARDINO-aa.jpg
la-posta-vecchia-hotel-italy,La Posta Vecchia Hotel,https://pfn7inl2.cdn.imgeng.in/assets/uploads/LaPostaVecchia/new-new-pool-posta-vecchia.jpg?imgeng=/w_1200/h_630/m_cropbox
la-sultana-oualidia-morocco,La Sultana Oualidia,https://www.lasultanahotels.com/theme/medias/infinity_pool_1.jpg
le-couvent-des-minimes-un-hotel-spa-loccitane-en-provence-france,Le Couvent des Minimes un Hotel & SPA L’Occitane en Provence,https://www.couventdesminimes-hotelspa.com/media/cache/jadro_resize/rc/SfBBQC1i1767185514/jadroRoot/medias/6538d51d4cbc5/think-utopia-deplanta-cdm-low-1.jpg
le-domaine-du-mas-de-pierre-france,Le Domaine du Mas de Pierre,https://www.lemasdepierre.com/wp-content/uploads/2021/07/Vue-densemble-du-domaine-du-mas-de-pierre.jpg
live-aqua-san-miguel-de-allende-mexico,Live Aqua San Miguel de Allende,https://image-tc.galaxy.tf/wijpeg-b49pzl00qbtuvhk4vo5hzhmtm/107480964-pool-5500x4125_standard.jpg
los-cauquenes-resort-spa-experiences-argentina,Los Cauquenes Resort + Spa + Experiences,https://www.loscauquenes.com/files-sbbasic/sr_loscauquenesnew_ar/web_los_cauquenes_3.jpg
macakizi-turkey,Macakizi,https://www.macakizi.com/wp-content/uploads/2025/02/home_2.jpeg
manoir-hovey-canada,Manoir Hovey,https://manoirhovey.com/site/assets/files/10154/manoir_hovey_estate.2000x1563.webp
mashpi-lodge-ecuador,Mashpi Lodge,https://www.mashpilodge.com/wp-content/uploads/2023/11/mashpi-lodge-full-view.webp
meadowood-napa-valley-united-states,Meadowood Napa Valley,https://meadowood.com/wp-content/uploads/2025/03/Nighttime-homepage-hero_1920px-min.jpg
motu-nao-nao-french-polynesia,Motu Nao Nao,https://images.squarespace-cdn.com/content/v1/5e5a85c4d7168c57f6ae574e/41e85d56-4f2c-4473-b107-7e114110be0d/21-07-NAO-0026.jpg
mykonos-grand-hotel-resort-greece,Mykonos Grand Hotel & Resort,https://www.mykonosgrand.gr/wp-content/uploads/mykonos-grand-photos-gallery-homepage-2.jpeg
nos-santorini-greece,NOŪS Santorini,https://noussantorini.com/wp-content/uploads/2026/05/Nous-0146_Panorama-copy.jpg
nimb-denmark,Nimb,https://cdn.nimb.dk/media/joddlydt/nimb-hotel-stemning-3.jpg?height=675&width=1200&format=jpeg
o2-beach-club-spa-barbados,O2 Beach Club & Spa,https://symphony.cdn.tambourine.com/o2-beach-club-spa-redesign/media/o2-redesign-gallery-49-6272cc0dedab6.jpg
ocean-house-united-states,Ocean House,https://www.oceanhouseri.com/wp-content/uploads/2021/07/6987af0cc01a62cae031a8c2e6ae84fb.jpg
ojai-valley-inn-united-states,Ojai Valley Inn,https://symphony.cdn.tambourine.com/ojai-valley-inn-redesign/media/ojaivalleyinnandspa-08_6-pools-03-tranquilityandenergypools-image-03-6568dda650664.jpg
olissippo-lapa-palace-portugal,Olissippo Lapa Palace,https://www.olissippohotels.com/wp-content/uploads/2025/01/pool-exterior.jpg
our-habitas-bacalar-mexico,Our Habitas Bacalar,https://www.ourhabitas.com/wp-content/uploads/2022/07/habitas-bacalar-tanveer-badal-photography-property-36-2.jpg
palais-coburg-residenz-austria,Palais Coburg Residenz,https://www.palais-coburg.com/fileadmin/Palais_Coburg/Palais_Geschichte/Palais-Coburg-Exterior-Print__c__Palais_Coburg_Photo_Matt_Banton__1_.jpg
palazzo-fiuggi-italy,Palazzo Fiuggi,https://www.palazzofiuggi.com/wp-content/uploads/2021/08/Palazzo-Fiuggi-exterior-1680x787.jpg
palazzo-seneca-italy,Palazzo Seneca,https://cdn.blastness.biz/media/1281/top/thumbs/full/1920-Esterni-_IO_9995.jpg
palazzo-venart-luxury-hotel-italy,Palazzo Venart Luxury Hotel,https://www.ldchotelsitaly.com/wp-content/uploads/2022/12/Palazzo-Venart-garden-front-view.jpg
paradero-todos-santos-mexico,Paradero Todos Santos,https://cdn.prod.website-files.com/64473dcb484a053e46b20548/64dc2317afbf93965f2ca781_New%20Project%20(3).webp
parador-of-santiago-de-compostela-spain,Parador of Santiago de Compostela,https://paradores.es/sites/default/files/galerias/parador_de_santiago_104_plaza_obradoiro.jpg
porto-zante-villas-spa-greece,Porto Zante Villas & Spa,https://portozante.com/wp-content/uploads/2025/08/porto-zante-best-boutique-hotel-robb-report-2025-exterior_no-logo_cropped-1-800x400.webp
principe-forte-dei-marmi-italy,Principe Forte dei Marmi,https://dwd1blfc.cdn.imgeng.in/assets/i/splash.jpg
rakxa-integrative-wellness-thailand,RAKxa Integrative Wellness,https://rakxawellness.com/wp-content/uploads/2025/11/Hom1.webp
rancho-santana-nicaragua,Rancho Santana,https://ranchosantana.com/wp-content/uploads/2025/11/share-image.jpg
relais-roncolo-1888-italy,Relais Roncolo 1888,https://roncolo1888.it/wp-content/uploads/2022/12/drone00040-copy.jpg
rockresorts-the-arrabelle-at-vail-square-united-states,RockResorts - The Arrabelle at Vail Square,https://vailarrabelle.com/wp-content/uploads/2020/12/Vail-Patio.jpg
romeo-hotel-italy,Romeo hotel,https://theromeocollection.com/media/rh0pzg2s/romeo-napoli_cd_overview-4.jpg?width=732&height=488&format=webp
rosapetra-spa-resort-italy,Rosapetra Spa Resort,https://lirp.cdn-website.com/3a47ebda/dms3rep/multi/opt/ROSAPETRA+LIVERANI-21ROSAPETRA_LL-1920w.jpg
rosselli-ax-privilege-malta,Rosselli AX Privilege,https://axhotelsmalta.com/wp-content/uploads/2023/08/Rosselli-AX-Privilege-Hotel-Gallery-Facade.jpg
san-canzian-hotel-residences-croatia,San Canzian Hotel & Residences,https://storage.googleapis.com/bidstorage/san_canzian/sancanzianhomepage-1.png
san-ysidro-ranch-united-states,San Ysidro Ranch,https://symphony.cdn.tambourine.com/san-ysidro-ranch/media/6-syr-lilac-cottage-back-patio-labeled-63695bb67a233.jpg
sani-asterias-at-sani-resort-greece,Sani Asterias at Sani Resort,"https://sani-prd-cdn.azureedge.net/media/1urhyzgq/sani25-00256_2880x2159.jpg?rxy=0.48370927318295737,0.6519351608691799&v=1dc134afd5fe4a0&format=jpg&quality=80"
santa-monica-proper-united-states,Santa Monica Proper,https://www.properhotel.com/wp-content/uploads/2019/07/SMP_Rooms_Ingals_Apr_2019_Extra_0106_052A0838_Mobile.jpg
saxon-hotel-villas-spa-south-africa,"Saxon Hotel, Villas & Spa",https://www.saxon.co.za/wp-content/uploads/2022/10/Discover-and-villas-1024x498.jpg
