slug,name,city,country,hotel_company,current_url,new_image_url,image_status
the-st-regis-bora-bora-resort-french-polynesia,"The St. Regis Bora Bora Resort","Bora Bora",French Polynesia,"Luxury Group at Marriott International",https://cache.marriott.com/content/dam/marriott-renditions/PPTAR/pptar-overwater-bungalow-2826-hor-wide.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2880px:*,,
the-us-grant-a-luxury-collection-hotel-san-diego-united-states,"THE US GRANT, a Luxury Collection Hotel, San Diego","San Diego",United States,"Luxury Group at Marriott International",https://media.virtuoso.com/m/Images/Brochures/4517_2_0_0311.jpg,,
vedema-a-luxury-collection-resort-santorini-greece,"Vedema, a Luxury Collection Resort, Santorini","Santorini",Greece,"Luxury Group at Marriott International",https://media.virtuoso.com/m/Images/Brochures/3919_2_0_0311.jpg,,
w-algarve-portugal,"W Algarve","Albufeira",Portugal,"Luxury Group at Marriott International",https://media.virtuoso.com/m/Images/Brochures/16471276_2_93_0308.jpg,,
w-barcelona-spain,"W Barcelona","Barcelona",Spain,"Luxury Group at Marriott International",https://media.virtuoso.com/m/Images/Brochures/10954284_2_0_0303.jpg,,
w-edinburgh-united-kingdom,"W Edinburgh","Edinburgh, Scotland",United Kingdom,"Luxury Group at Marriott International",https://media.virtuoso.com/m/Images/Brochures/18213232_2_0_0228.jpg,,
w-new-york-union-square-united-states,"W New York - Union Square","New York City",United States,"Luxury Group at Marriott International",https://media.virtuoso.com/m/Images/Brochures/4120_2_16_0304.jpg,,
zadn-los-cabos-a-ritz-carlton-reserve-mexico,"Zadún Los Cabos, a Ritz-Carlton Reserve","San José del Cabo",Mexico,"Luxury Group at Marriott International",https://media.virtuoso.com/m/Images/Brochures/15802913_2_0_0303.jpg,,
the-berkeley-london-united-kingdom,"The Berkeley, London","London",United Kingdom,"Maybourne",https://media.virtuoso.com/m/Images/Brochures/4471_2_0_0325.jpg,,
the-connaught-london-united-kingdom,"The Connaught, London","London",United Kingdom,"Maybourne",https://media.virtuoso.com/m/Images/Brochures/4415_2_0_0315.jpg,,
aria-sky-suites-united-states,"ARIA Sky Suites","Las Vegas",United States,"MGM Resorts International Operations, Inc.",https://media.virtuoso.com/m/Images/Brochures/5870537_2_0_0313.jpg,,
alpengold-hotel-davos-switzerland,"AlpenGold Hotel Davos","Davos Dorf",Switzerland,"Michel Reybier Hospitality",https://media.virtuoso.com/m/Images/Brochures/14327480_2_0_0310.jpg,,
bellevue-palace-switzerland,"Bellevue Palace","Bern",Switzerland,"Michel Reybier Hospitality",https://media.virtuoso.com/m/Images/Brochures/4338_2_0_0308.jpg,,
la-reserve-paris-apartments-france,"La Reserve Paris Apartments","Paris",France,"Michel Reybier Hospitality",https://media.virtuoso.com/m/Images/Brochures/4126_2_0_0308.jpg,,
victoria-jungfrau-grand-hotel-spa-switzerland,"VICTORIA-JUNGFRAU Grand Hotel & Spa","Interlaken",Switzerland,"Michel Reybier Hospitality",https://media.virtuoso.com/m/Images/Brochures/4440_2_0_0311.jpg,,
montage-laguna-beach-united-states,"Montage Laguna Beach","Laguna Beach",United States,"Montage International",https://media.virtuoso.com/m/Images/Brochures/3797_2_0_0225.jpg,,
montage-palmetto-bluff-united-states,"Montage Palmetto Bluff","Bluffton",United States,"Montage International",https://media.virtuoso.com/m/Images/Brochures/4581_2_0_0312.jpg,,
pendry-san-diego-united-states,"Pendry San Diego","San Diego",United States,"Montage International",https://media.virtuoso.com/m/Images/Brochures/15492863_2_0_0309.jpg,,
laplaya-beach-golf-resort-united-states,"LaPlaya Beach & Golf Resort","Naples",United States,"Noble House Hotels & Resorts",https://media.virtuoso.com/m/Images/Brochures/4122_2_0_0312.jpg,,
nobu-hotel-chicago-united-states,"Nobu Hotel Chicago","Chicago",United States,"Nobu Hotels",https://media.virtuoso.com/m/Images/Brochures/18053463_2_0_0308.jpg,,
nobu-hotel-london-portman-square-united-kingdom,"Nobu Hotel London Portman Square","London",United Kingdom,"Nobu Hotels",https://media.virtuoso.com/m/Images/Brochures/16585535_2_0_0310.jpg,,
the-twelve-apostles-hotel-spa-south-africa,"The Twelve Apostles Hotel & Spa","Cape Town",South Africa,"Red Carnation Hotel Collection",https://media.virtuoso.com/m/Images/Brochures/4577_2_0_0222.jpg,,
browns-hotel-a-rocco-forte-hotel-united-kingdom,"Brown's Hotel, a Rocco Forte Hotel","London",United Kingdom,"Rocco Forte Hotels",https://media.virtuoso.com/m/Images/Brochures/4334_2_0_0310.jpg,,
villa-igiea-a-rocco-forte-hotel-italy,"Villa Igiea, a Rocco Forte Hotel","Palermo",Italy,"Rocco Forte Hotels",https://media.virtuoso.com/m/Images/Brochures/15974827_2_0_0307.jpg,,
salamander-middleburg-united-states,"Salamander Middleburg","Middleburg",United States,"Salamander Collection",https://media.virtuoso.com/m/Images/Brochures/14729722_2_0_0314.jpg,,
salamander-washington-dc-united-states,"Salamander Washington DC","Washington",United States,"Salamander Collection",https://media.virtuoso.com/m/Images/Brochures/4095_2_1_0308.jpg,,
island-shangri-la-hong-kong-china,"Island Shangri-La, Hong Kong","Hong Kong",China,"Shangri-La Group",https://media.virtuoso.com/m/Images/Brochures/4339_2_0_0310.jpg,,
shangri-la-china-world-summit-wing-beijing-china,"Shangri-La China World Summit Wing, Beijing","Beijing",China,"Shangri-La Group",https://media.virtuoso.com/m/Images/Brochures/6160086_2_10_0315.jpg,,
shangri-la-jeddah-saudi-arabia,"Shangri-La Jeddah","Jeddah",Saudi Arabia,"Shangri-La Group",https://media.virtuoso.com/m/Images/Brochures/16352958_2_0_0304.jpg,,
shangri-la-paris-france,"Shangri-La Paris","Paris",France,"Shangri-La Group",https://media.virtuoso.com/m/Images/Brochures/11133720_2_0_0306.jpg,,
1-hotel-south-beach-united-states,"1 Hotel South Beach","Miami Beach",United States,"Starwood Hotels",https://media.virtuoso.com/m/Images/Brochures/15617556_2_0_0306.jpg,,
upper-house-hong-kong-china,"Upper House Hong Kong","Hong Kong",China,"Swire Hotels",https://media.virtuoso.com/m/Images/Brochures/4956677_2_0_0313.jpg,,
upper-house-shanghai-china,"Upper House Shanghai","Shanghai",China,"Swire Hotels",https://media.virtuoso.com/m/Images/Brochures/15694800_2_0_0223.jpg,,
the-oberoi-beach-resort-mauritius-mauritius,"The Oberoi Beach Resort, Mauritius","Terre Rouge",Mauritius,"The Oberoi Group",https://media.virtuoso.com/m/Images/Brochures/4570_2_0_0311.jpg,,
the-oberoi-udaivilas-udaipur-india,"The Oberoi Udaivilas, Udaipur","Udaipur",India,"The Oberoi Group",https://media.virtuoso.com/m/Images/Brochures/4139_2_1_0308.jpg,,
the-oberoi-zahra-luxury-nile-cruise-egypt,"The Oberoi Zahra, Luxury Nile Cruise","Luxor",Egypt,"The Oberoi Group",https://media.virtuoso.com/m/Images/Brochures/1174687_2_0_0307.jpg,,
the-oberoi-new-delhi-india,"The Oberoi, New Delhi","New Delhi",India,"The Oberoi Group",https://media.virtuoso.com/m/Images/Brochures/4628_2_4_0312.jpg,,
birkenhead-house-south-africa,"Birkenhead House","Hermanus",South Africa,"The Royal Portfolio",https://media.virtuoso.com/m/Images/Brochures/3846_2_0_0228.jpg,,
abaton-island-resort-spa-greece,"Abaton Island Resort & Spa","Hersonissos, Crete",Greece,"",https://media.virtuoso.com/m/Images/Brochures/16027480_2_89_0227.jpg,,
acqualina-resort-residences-on-the-beach-united-states,"Acqualina Resort & Residences on the Beach","Miami Beach",United States,"",https://media.virtuoso.com/m/Images/Brochures/3886_2_4_0314.jpg,,
akelarre-relais-chateaux-hotel-spain,"Akelarre, Relais & Chateaux Hotel","Donostia-san Sebastián",Spain,"",,,
alpes-hotel-du-pralong-france,"Alpes Hotel du Pralong","Courchevel",France,"",https://media.virtuoso.com/m/Images/Brochures/16930291_2_0_0310.jpg,,
ambiente-sedona-a-landscape-hotel-united-states,"Ambiente Sedona, A Landscape Hotel","Sedona",United States,"",https://media.virtuoso.com/m/Images/Brochures/16720947_2_0_0311.jpg,,
anassa-cyprus,"Anassa","Latsi",Cyprus,"",https://media.virtuoso.com/m/Images/Brochures/14875752_2_11_0227.jpg,,
aurora-anguilla-resort-golf-club-anguilla,"Aurora Anguilla Resort & Golf Club","Rendezvous Bay",Anguilla,"",https://media.virtuoso.com/m/Images/Brochures/4527_2_0_0311.jpg,,
badrutts-palace-hotel-switzerland,"Badrutt's Palace Hotel","St. Moritz",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/4637_2_1_0312.jpg,,
banwa-private-island-philippines,"Banwa Private Island","Palawan",Philippines,"",https://media.virtuoso.com/m/Images/Brochures/16469953_2_0_0305.jpg,,
beau-rivage-geneva-switzerland,"Beau-Rivage, Geneva","Geneva",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/4452_2_1_0224.jpg,,
beaverbrook-united-kingdom,"Beaverbrook","Leatherhead",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/16745661_2_0_0312.jpg,,
beyond-by-geisel-germany,"BEYOND by Geisel","Munich",Germany,"",https://media.virtuoso.com/m/Images/Brochures/16174688_2_0_0311.jpg,,
borgo-pignano-tuscany-italy,"Borgo Pignano Tuscany","Volterra",Italy,"",https://media.virtuoso.com/m/Images/Brochures/15495759_2_0_0304.jpg,,
botanique-hotel-experience-brazil,"Botanique Hotel Experience","Campos Do Jordao",Brazil,"",https://media.virtuoso.com/m/Images/Brochures/16786089_2_0_0315.jpg,,
breidenbacher-hof-germany,"Breidenbacher Hof","Dusseldorf",Germany,"",https://media.virtuoso.com/m/Images/Brochures/4568_2_0_0311.jpg,,
ca-sagredo-hotel-italy,"Ca' Sagredo Hotel","Venice",Italy,"",https://media.virtuoso.com/m/Images/Brochures/3753_2_0_0228.jpg,,
cala-de-mar-resort-spa-ixtapa-mexico,"Cala de Mar Resort & Spa Ixtapa","Ixtapa",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/4288_2_0_0310.jpg,,
cap-estel-france,"Cap Estel","Éze",France,"",https://media.virtuoso.com/m/Images/Brochures/4359_2_13_0310.jpg,,
cap-maison-resort-spa-saint-lucia,"Cap Maison Resort & Spa","Gros Islet",Saint Lucia,"",https://media.virtuoso.com/m/Images/Brochures/4082_2_0_0302.jpg,,
cap-st-georges-hotel-resort-cyprus,"Cap St Georges Hotel & Resort","Pegeia",Cyprus,"",,,
capelongue-a-beaumier-hotel-spa-france,"Capelongue, a Beaumier Hotel & Spa","Bonnieux",France,"",https://media.virtuoso.com/m/Images/Brochures/16813343_2_0_0228.jpg,,
capri-tiberio-palace-italy,"Capri Tiberio Palace","Capri",Italy,"",https://media.virtuoso.com/m/Images/Brochures/10759379_2_0_0303.jpg,,
carlton-hotel-st-moritz-switzerland,"Carlton Hotel St. Moritz","St. Moritz",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/6112767_2_0_0224.jpg,,
carmel-charme-resort-brazil,"Carmel Charme Resort","Ceará",Brazil,"",https://media.virtuoso.com/m/Images/Brochures/15882998_2_0_0226.jpg,,
casa-angelina-italy,"Casa Angelina","Praiano",Italy,"",https://media.virtuoso.com/m/Images/Brochures/15601666_2_0_0302.jpg,,
casa-de-campo-resort-villas-dominican-republic,"Casa de Campo Resort & Villas","La Romana",Dominican Republic,"",https://media.virtuoso.com/m/Images/Brochures/4264_2_0_0312.jpg,,
casadelmar-france,"Casadelmar","Porto-Vecchio",France,"",https://media.virtuoso.com/m/Images/Brochures/6662126_2_42_0314.jpg,,
castel-badia-italy,"Castel Badia","San Lorenzo Di Sebato",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18333754_2_1_0316.jpg,,
castelfalfi-italy,"Castelfalfi","Montaione",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16493976_2_0_0321.jpg,,
castello-banfi-il-borgo-italy,"Castello Banfi - Il Borgo","Montalcino",Italy,"",https://media.virtuoso.com/m/Images/Brochures/1690751_2_2_0313.jpg,,
chateau-daudrieu-france,"Chateau d'Audrieu","Audrieu",France,"",https://media.virtuoso.com/m/Images/Brochures/15484883_2_0_0303.jpg,,
chateau-de-fonscolombe-france,"Chateau de Fonscolombe","Le Puy-Sainte-Réparade",France,"",https://media.virtuoso.com/m/Images/Brochures/16391577_2_0_0311.jpg,,
chateau-de-la-barre-france,"Chateau de La Barre","Conflans-sur-anille",France,"",https://media.virtuoso.com/m/Images/Brochures/4521_2_5_0222.jpg,,
chateau-de-la-chevre-dor-france,"Chateau de la Chevre d'Or","Éze",France,"",https://media.virtuoso.com/m/Images/Brochures/3995_2_0_0311.jpg,,
chteau-sainte-sabine-france,"Château Sainte Sabine","Sainte-sabine",France,"",https://media.virtuoso.com/m/Images/Brochures/16398227_2_0_0222.jpg,,
chewton-glen-united-kingdom,"Chewton Glen","New Milton",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/3958_2_0_0306.jpg,,
clinique-la-prairie-switzerland,"Clinique La Prairie","Montreux",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/15286673_2_0_0305.jpg,,
cobblers-cove-barbados,"Cobblers Cove","Speightstown",Barbados,"",https://media.virtuoso.com/m/Images/Brochures/4571_2_0_0311.jpg,,
convento-do-espinheiro-hotel-portugal,"Convento do Espinheiro Hotel","Évora",Portugal,"",https://media.virtuoso.com/m/Images/Brochures/3004_2_69_0225.jpg,,
coral-sands-bahamas,"Coral Sands","Harbour Island",Bahamas,"",https://media.virtuoso.com/m/Images/Brochures/15887443_2_0_0226.jpg,,
country-club-lima-hotel-peru,"Country Club Lima Hotel","Lima",Peru,"",https://media.virtuoso.com/m/Images/Brochures/4662_2_8_0314.jpg,,
cour-des-loges-france,"Cour des Loges","Lyon",France,"",https://media.virtuoso.com/m/Images/Brochures/4165_2_0_0316.jpg,,
cristalino-lodge-brazil,"Cristalino Lodge","Alta Floresta",Brazil,"",https://media.virtuoso.com/m/Images/Brochures/18331918_2_5_0307.jpg,,
crossbasket-castle-united-kingdom,"Crossbasket Castle","Glasgow",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/15543946_2_0_0224.jpg,,
culloden-estate-and-spa-united-kingdom,"Culloden Estate and Spa","Belfast",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/4195_2_0_0312.jpg,,
d-maris-bay-turkey,"D Maris Bay","Mugla",Turkey,"",https://media.virtuoso.com/m/Images/Brochures/14654946_2_0_0227.jpg,,
daios-cove-greece,"Daios Cove","Agios Nikolaos",Greece,"",https://media.virtuoso.com/m/Images/Brochures/16053138_2_74_0227.jpg,,
dan-tel-aviv-israel,"Dan Tel Aviv","Tel Aviv",Israel,"",https://media.virtuoso.com/m/Images/Brochures/4183_2_0_0309.jpg,,
dromoland-castle-ireland,"Dromoland Castle","County Clare",Ireland,"",https://media.virtuoso.com/m/Images/Brochures/4666_2_23_0228.jpg,,
el-encanto-santa-barbara-united-states,"El Encanto, Santa Barbara","Santa Barbara",United States,"",https://media.virtuoso.com/m/Images/Brochures/12346169_2_0_0223.jpg,,
ellerman-house-south-africa,"Ellerman House","Cape Town",South Africa,"",https://media.virtuoso.com/m/Images/Brochures/4448_2_0_0314.jpg,,
elounda-gulf-villas-greece,"Elounda Gulf Villas","Elounda",Greece,"",https://media.virtuoso.com/m/Images/Brochures/4285_2_0_0227.jpg,,
estancia-vik-jose-ignacio-uruguay,"Estancia Vik Jose Ignacio","José Ignacio",Uruguay,"",https://media.virtuoso.com/m/Images/Brochures/1960811_2_0_0313.jpg,,
euphoria-retreat-greece,"EUPHORIA RETREAT","Mystrás",Greece,"",https://media.virtuoso.com/m/Images/Brochures/18370828_2_0_0309.jpg,,
evermore-orlando-resort-united-states,"Evermore Orlando Resort","Orlando",United States,"",,,
excelsior-hotel-ernst-germany,"Excelsior Hotel Ernst","Cologne",Germany,"",https://media.virtuoso.com/m/Images/Brochures/3916_2_0_0228.jpg,,
fleur-de-loire-france,"Fleur de Loire","Blois",France,"",https://media.virtuoso.com/m/Images/Brochures/18086834_2_0_0309.jpg,,
fogo-island-inn-canada,"Fogo Island Inn","Joe Batt's Arm",Canada,"",https://media.virtuoso.com/m/Images/Brochures/13979258_2_0_0224.jpg,,
grand-hotel-fasano-italy,"Grand Hotel Fasano","Gardone Riviera",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16720949_2_0_0311.jpg,,
grand-hotel-minerva-italy,"Grand Hotel Minerva","Florence",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18052044_2_0_0224.jpg,,
grand-hotel-principe-di-piemonte-italy,"Grand Hotel Principe di Piemonte","Viareggio",Italy,"",https://media.virtuoso.com/m/Images/Brochures/15979289_2_0_0306.jpg,,
grand-resort-bad-ragaz-switzerland,"Grand Resort Bad Ragaz","Bad Ragaz",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/4036_2_0_0312.jpg,,
great-fosters-united-kingdom,"Great Fosters","Egham",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/16625137_2_0_0310.jpg,,
helvetia-bristol-firenze-italy,"Helvetia & Bristol Firenze","Florence",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16503243_2_0_0313.jpg,,
herdade-da-malhadinha-nova-portugal,"Herdade da Malhadinha Nova","Beja",Portugal,"",https://media.virtuoso.com/m/Images/Brochures/16699212_2_0_0311.jpg,,
hotel-bardo-savannah-united-states,"Hotel Bardo Savannah","Savannah",United States,"",https://media.virtuoso.com/m/Images/Brochures/16921412_2_0_0313.jpg,,
hotel-boutique-casa-colonial-beach-spa-dominican-republic,"Hotel Boutique Casa Colonial Beach & Spa","Puerto Plata",Dominican Republic,"",https://media.virtuoso.com/m/Images/Brochures/4607_2_18_0312.jpg,,
hotel-byblos-st-tropez-france,"Hotel Byblos St. Tropez","St. Tropez",France,"",https://media.virtuoso.com/m/Images/Brochures/4286_2_0_0312.jpg,,
hotel-byron-italy,"Hotel Byron","Forte Dei Marmi",Italy,"",https://media.virtuoso.com/m/Images/Brochures/3794_2_0_0311.jpg,,
hotel-caf-royal-london-united-kingdom,"Hotel Café Royal, London","London",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/15653965_2_0_0306.jpg,,
hotel-casa-pestagua-colombia,"Hotel Casa Pestagua","Cartagena",Colombia,"",https://media.virtuoso.com/m/Images/Brochures/16930080_2_0_0309.jpg,,
hotel-chais-monnet-spa-france,"Hotel Chais Monnet & Spa","Cognac",France,"",https://media.virtuoso.com/m/Images/Brochures/15782793_2_1_0306.jpg,,
hotel-crillon-le-brave-france,"Hotel Crillon le Brave","Crillon-le-brave",France,"",https://media.virtuoso.com/m/Images/Brochures/16393441_2_0_0308.jpg,,
hotel-dinghilterra-starhotels-collezione-italy,"Hotel d'Inghilterra, Starhotels Collezione","Rome",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18268386_2_5_0312.jpg,,
hotel-danieli-venice-italy,"Hotel Danieli, Venice","Venice",Italy,"",https://media.virtuoso.com/m/Images/Brochures/6872896_2_0_0314.jpg,,
hotel-de-paris-monte-carlo-monaco,"Hotel de Paris Monte-Carlo","Monte-Carlo",Monaco,"",https://media.virtuoso.com/m/Images/Brochures/3852_2_0_0319.jpg,,
htel-de-paris-saint-tropez-france,"Hôtel de Paris Saint-Tropez","St. Tropez",France,"",https://media.virtuoso.com/m/Images/Brochures/16393428_2_0_0307.jpg,,
hotel-eden-roc-switzerland,"Hotel Eden Roc","Ascona",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/3828_2_22_0224.jpg,,
hotel-esencia-mexico,"Hotel Esencia","Playa del Carmen",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/4243_2_0_0309.jpg,,
hotel-jackson-united-states,"Hotel Jackson","Jackson",United States,"",https://media.virtuoso.com/m/Images/Brochures/16320081_2_0_0312.jpg,,
hotel-kamp-finland,"Hotel Kamp","Helsinki",Finland,"",https://media.virtuoso.com/m/Images/Brochures/15422578_2_0_0223.jpg,,
hotel-nassauer-hof-germany,"Hotel Nassauer Hof","Wiesbaden",Germany,"",https://media.virtuoso.com/m/Images/Brochures/18088109_2_0_0304.jpg,,
hotel-plaza-e-de-russie-italy,"Hotel Plaza e de Russie","Viareggio",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16114549_2_0_0227.jpg,,
hotel-sanders-denmark,"Hotel Sanders","Copenhagen",Denmark,"",https://media.virtuoso.com/m/Images/Brochures/15816482_2_0_0314.jpg,,
hotel-splendide-royal-paris-france,"Hotel Splendide Royal Paris","Paris",France,"",https://media.virtuoso.com/m/Images/Brochures/15739301_2_1_0223.jpg,,
house-of-jasmines-argentina,"House of Jasmines","Salta",Argentina,"",https://media.virtuoso.com/m/Images/Brochures/9980131_2_0_0224.jpg,,
il-san-corrado-di-noto-italy,"Il San Corrado di Noto","Noto",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18074651_2_0_0311.jpg,,
il-san-pietro-di-positano-italy,"Il San Pietro di Positano","Positano",Italy,"",https://media.virtuoso.com/m/Images/Brochures/4454_2_0_0311.jpg,,
inn-by-the-sea-united-states,"Inn by the Sea","Cape Elizabeth",United States,"",https://media.virtuoso.com/m/Images/Brochures/66253_2_0_0312.jpg,,
jackalope-hotel-australia,"Jackalope Hotel","Melbourne",Australia,"",https://media.virtuoso.com/m/Images/Brochures/15632458_2_0_0222.jpg,,
jade-mountain-saint-lucia,"Jade Mountain","Soufrière",Saint Lucia,"",https://media.virtuoso.com/m/Images/Brochures/6105250_2_0_0313.jpg,,
joali-being-maldives,"JOALI BEING","Malé",Maldives,"",https://media.virtuoso.com/m/Images/Brochures/16255745_2_0_0224.jpg,,
kamalaya-koh-samui-thailand,"Kamalaya Koh Samui","Koh Samui, Surat Thani",Thailand,"",https://media.virtuoso.com/m/Images/Brochures/16404535_2_0_0301.jpg,,
katikies-garden-greece,"Katikies Garden","Santorini",Greece,"",https://media.virtuoso.com/m/Images/Brochures/16702533_2_0_0311.jpg,,
keswick-hall-united-states,"Keswick Hall","Keswick",United States,"",https://media.virtuoso.com/m/Images/Brochures/3966_2_16_0316.jpg,,
king-david-jerusalem-israel,"King David Jerusalem","Jerusalem",Israel,"",https://media.virtuoso.com/m/Images/Brochures/6889238_2_0_0314.jpg,,
kinsterna-hotel-greece,"Kinsterna Hotel","Monemvasía",Greece,"",https://media.virtuoso.com/m/Images/Brochures/18340014_2_0_0301.jpg,,
kisawa-sanctuary-mozambique,"Kisawa Sanctuary","Vilanculos",Mozambique,"",https://media.virtuoso.com/m/Images/Brochures/16477754_2_0_0305.jpg,,
kulm-hotel-st-moritz-switzerland,"Kulm Hotel St. Moritz","St. Moritz",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/15551970_2_0_0313.jpg,,
lauberge-de-sedona-united-states,"L'Auberge de Sedona","Sedona",United States,"",https://media.virtuoso.com/m/Images/Brochures/4256_2_33_0316.jpg,,
la-bouitte-france,"La Bouitte","Saint-Martin-de-Belleville",France,"",https://media.virtuoso.com/m/Images/Brochures/15801636_2_0_0224.jpg,,
la-corte-dei-papi-italy,"La Corte Dei Papi","Cortona",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16199719_2_0_0301.jpg,,
la-fiermontina-luxury-home-italy,"La Fiermontina Luxury Home","Lecce",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18385738_2_0_0316.jpg,,
la-meridiana-relais-chateaux-italy,"La Meridiana Relais & Chateaux","Garlenda",Italy,"",https://media.virtuoso.com/m/Images/Brochures/15457469_2_0_0310.jpg,,
la-posta-vecchia-hotel-italy,"La Posta Vecchia Hotel","Rome",Italy,"",https://media.virtuoso.com/m/Images/Brochures/3967_2_0_0313.jpg,,
la-sultana-oualidia-morocco,"La Sultana Oualidia","Oualidia",Morocco,"",https://media.virtuoso.com/m/Images/Brochures/18103396_2_20_0301.jpg,,
ladera-resort-saint-lucia,"Ladera Resort","Soufrière",Saint Lucia,"",https://media.virtuoso.com/m/Images/Brochures/4130_2_6_0312.jpg,,
lake-placid-lodge-united-states,"Lake Placid Lodge","Lake Placid",United States,"",,,
le-couvent-des-minimes-un-hotel-spa-loccitane-en-provence-france,"Le Couvent des Minimes un Hotel & SPA L’Occitane en Provence","Mane",France,"",https://media.virtuoso.com/m/Images/Brochures/4457_2_0_0311.jpg,,
le-domaine-du-mas-de-pierre-france,"Le Domaine du Mas de Pierre","Saint Paul de Vence",France,"",https://media.virtuoso.com/m/Images/Brochures/16585530_2_0_0310.jpg,,
lesante-cape-greece,"Lesante Cape","Zakynthos",Greece,"",https://media.virtuoso.com/m/Images/Brochures/17901845_2_0_0224.jpg,,
live-aqua-san-miguel-de-allende-mexico,"Live Aqua San Miguel de Allende","San Miguel de Allende",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/16326634_2_0_0307.jpg,,
llao-llao-resort-golf-spa-argentina,"Llao Llao Resort, Golf & Spa","Bariloche",Argentina,"",https://media.virtuoso.com/m/Images/Brochures/4002_2_0_0306.jpg,,
los-cauquenes-resort-spa-experiences-argentina,"Los Cauquenes Resort + Spa + Experiences","Ushuaia",Argentina,"",https://media.virtuoso.com/m/Images/Brochures/6879105_2_0_0314.jpg,,
macakizi-turkey,"Macakizi","Bodrum",Turkey,"",https://media.virtuoso.com/m/Images/Brochures/16174690_2_17_0311.jpg,,
manna-greece,"MANNA","Magouliana",Greece,"",https://media.virtuoso.com/m/Images/Brochures/18048737_2_0_0311.jpg,,
manoir-hovey-canada,"Manoir Hovey","North Hatley",Canada,"",https://media.virtuoso.com/m/Images/Brochures/12091209_2_0_0301.jpg,,
marina-bay-sands-singapore,"Marina Bay Sands","Singapore",Singapore,"",,,
mashpi-lodge-ecuador,"Mashpi Lodge","Quito",Ecuador,"",https://media.virtuoso.com/m/Images/Brochures/12041365_2_0_0310.jpg,,
masseria-san-domenico-italy,"Masseria San Domenico","Savelletri Di Fasano",Italy,"",https://media.virtuoso.com/m/Images/Brochures/3976_2_25_0311.jpg,,
meadowood-napa-valley-united-states,"Meadowood Napa Valley","Napa",United States,"",https://media.virtuoso.com/m/Images/Brochures/3780_2_2_0228.jpg,,
motu-nao-nao-french-polynesia,"Motu Nao Nao","Tumaraa",French Polynesia,"",https://media.virtuoso.com/m/Images/Brochures/16692369_2_0_0226.jpg,,
mykonos-grand-hotel-resort-greece,"Mykonos Grand Hotel & Resort","Mykonos",Greece,"",https://media.virtuoso.com/m/Images/Brochures/15883196_2_0_0226.jpg,,
nimb-denmark,"Nimb","Copenhagen",Denmark,"",https://media.virtuoso.com/m/Images/Brochures/4374_2_0_0310.jpg,,
nos-santorini-greece,"NOŪS Santorini","Santorini",Greece,"",https://media.virtuoso.com/m/Images/Brochures/16571538_2_64_0307.jpg,,
o2-beach-club-spa-barbados,"O2 Beach Club & Spa","Christ Church",Barbados,"",https://media.virtuoso.com/m/Images/Brochures/16930957_2_0_0310.jpg,,
ocean-house-united-states,"Ocean House","Watch Hill",United States,"",https://media.virtuoso.com/m/Images/Brochures/6160153_2_0_0318.jpg,,
ojai-valley-inn-united-states,"Ojai Valley Inn","Ojai",United States,"",https://media.virtuoso.com/m/Images/Brochures/4488_2_0_0311.jpg,,
olissippo-lapa-palace-portugal,"Olissippo Lapa Palace","Lisbon",Portugal,"",https://media.virtuoso.com/m/Images/Brochures/4263_2_0_0309.jpg,,
our-habitas-bacalar-mexico,"Our Habitas Bacalar","Bacalar",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/16585527_2_0_0310.jpg,,
palais-coburg-residenz-austria,"Palais Coburg Residenz","Vienna",Austria,"",https://media.virtuoso.com/m/Images/Brochures/15552848_2_0_0309.jpg,,
palazzo-avino-italy,"Palazzo Avino","Ravello",Italy,"",https://media.virtuoso.com/m/Images/Brochures/4312_2_47_0310.jpg,,
